SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE
2024-25,1628371,Jonathan Isaac,ORL,71,15.4,105.9,106.6,-0.7,0.056,9.0,0.1,0.188,0.141,7.4,0.474,0.512,0.155,98.62,0.108
2024-25,1630228,Jonathan Kuminga,GSW,47,24.3,110.0,108.9,1.0,0.151,12.2,0.045,0.134,0.088,8.3,0.495,0.535,0.271,100.21,0.11
2024-25,1642367,Jonathan Mogbo,TOR,63,20.4,103.7,111.9,-8.2,0.16,24.1,0.076,0.157,0.114,11.5,0.462,0.496,0.145,102.69,0.083
2024-25,203903,Jordan Clarkson,UTA,37,26.0,107.5,117.5,-10.0,0.238,17.8,0.025,0.092,0.058,11.1,0.493,0.54,0.269,102.16,0.102
2024-25,1630692,Jordan Goodwin,LAL,29,18.7,111.2,112.4,-1.2,0.108,19.4,0.068,0.135,0.101,12.0,0.528,0.541,0.134,99.53,0.08
2024-25,1641722,Jordan Hawkins,NOP,56,23.6,106.6,118.1,-11.4,0.076,9.2,0.017,0.097,0.056,8.1,0.471,0.504,0.204,101.14,0.066
2024-25,1629162,Jordan McLaughlin,SAS,46,6.8,118.0,108.9,9.1,0.208,34.2,0.021,0.074,0.05,10.7,0.563,0.6,0.134,99.58,0.083
2024-25,1641757,Jordan Miller,LAC,37,11.4,103.8,109.8,-6.0,0.124,16.2,0.053,0.084,0.068,12.4,0.463,0.509,0.175,100.15,0.07
2024-25,1629673,Jordan Poole,WAS,68,29.4,104.8,117.9,-13.1,0.254,18.0,0.014,0.08,0.046,12.1,0.544,0.591,0.281,103.95,0.107
2024-25,1641775,Jordan Walsh,BOS,52,7.8,111.8,108.0,3.8,0.064,15.3,0.057,0.113,0.085,13.7,0.452,0.464,0.11,98.14,0.045
2024-25,1630631,Jose Alvarado,NOP,56,24.4,108.4,117.1,-8.7,0.278,29.0,0.019,0.077,0.047,9.6,0.498,0.523,0.193,99.89,0.09
2024-25,1630528,Josh Christopher,MIA,14,5.0,105.7,108.2,-2.5,0.145,16.7,0.0,0.115,0.063,12.5,0.387,0.416,0.235,109.7,0.063
2024-25,1630581,Josh Giddey,CHI,70,30.2,113.1,114.4,-1.4,0.322,31.4,0.059,0.192,0.127,12.6,0.531,0.57,0.214,104.47,0.13
2024-25,1630182,Josh Green,CHA,68,27.8,105.3,114.2,-8.9,0.081,17.1,0.027,0.06,0.043,11.1,0.543,0.559,0.115,100.08,0.043
2024-25,1628404,Josh Hart,NYK,77,37.6,117.9,114.3,3.6,0.206,30.8,0.057,0.203,0.13,10.8,0.579,0.611,0.151,97.79,0.119
2024-25,1631169,Josh Minott,MIN,46,6.0,104.0,107.0,-3.0,0.096,14.2,0.044,0.115,0.081,8.7,0.567,0.605,0.16,104.77,0.095
2024-25,1629006,Josh Okogie,CHA,40,15.6,108.8,109.3,-0.5,0.082,10.5,0.066,0.108,0.086,9.9,0.519,0.567,0.185,98.69,0.1
2024-25,1626196,Josh Richardson,MIA,8,18.7,104.1,114.7,-10.6,0.117,20.0,0.038,0.048,0.042,13.3,0.368,0.402,0.134,100.82,0.015
2024-25,201950,Jrue Holiday,BOS,62,30.6,116.6,107.7,8.9,0.174,25.9,0.038,0.091,0.065,8.3,0.538,0.565,0.156,99.38,0.088
2024-25,1630577,Julian Champagnie,SAS,82,23.6,112.3,114.5,-2.1,0.078,12.6,0.032,0.121,0.077,8.4,0.549,0.577,0.164,102.25,0.079
2024-25,1641763,Julian Phillips,CHI,79,14.2,112.9,111.1,1.8,0.045,10.1,0.056,0.082,0.07,7.0,0.533,0.571,0.126,104.0,0.055
2024-25,1631124,Julian Strawther,DEN,65,21.3,111.9,114.4,-2.5,0.082,12.5,0.012,0.083,0.049,8.6,0.529,0.559,0.173,102.79,0.057
2024-25,203944,Julius Randle,MIN,69,32.3,115.0,111.6,3.4,0.228,20.1,0.065,0.149,0.108,12.2,0.542,0.593,0.246,98.45,0.124
2024-25,1630551,Justin Champagnie,WAS,62,21.6,107.1,116.8,-9.7,0.066,10.8,0.077,0.159,0.119,9.7,0.601,0.614,0.15,102.96,0.101
2024-25,1642348,Justin Edwards,PHI,44,26.2,111.6,123.2,-11.6,0.084,13.3,0.038,0.094,0.065,9.5,0.546,0.559,0.165,99.43,0.062
2024-25,1631303,Justin Minaya,POR,19,5.3,95.0,101.9,-6.9,0.108,20.6,0.047,0.055,0.051,14.7,0.429,0.411,0.107,103.22,0.02
2024-25,203994,Jusuf Nurkić,CHA,51,20.8,106.1,115.1,-9.0,0.167,18.6,0.077,0.285,0.181,15.7,0.523,0.555,0.202,99.79,0.116
2024-25,1630231,KJ Martin,UTA,43,21.2,109.3,117.4,-8.1,0.074,16.4,0.032,0.103,0.067,8.2,0.59,0.618,0.112,100.63,0.061
2024-25,1642354,KJ Simpson,CHA,36,23.4,101.0,116.4,-15.4,0.21,22.8,0.042,0.081,0.06,11.4,0.4,0.437,0.188,99.1,0.06
2024-25,1630539,Kai Jones,DAL,40,11.7,107.0,109.2,-2.3,0.08,15.2,0.089,0.173,0.133,11.0,0.803,0.804,0.128,99.77,0.131
2024-25,1626157,Karl-Anthony Towns,NYK,72,35.0,119.4,112.7,6.8,0.13,12.4,0.087,0.284,0.187,10.7,0.584,0.63,0.265,99.25,0.161
2024-25,1631255,Karlo Matković,NOP,42,18.8,109.4,114.1,-4.7,0.083,13.5,0.079,0.177,0.129,12.6,0.619,0.639,0.155,101.91,0.096
2024-25,202695,Kawhi Leonard,LAC,37,31.9,120.3,107.9,12.4,0.147,13.5,0.033,0.158,0.098,8.4,0.56,0.589,0.28,97.26,0.134
2024-25,1630811,Keaton Wallace,ATL,31,16.2,106.2,108.4,-2.2,0.224,28.8,0.013,0.08,0.047,11.7,0.485,0.503,0.164,102.77,0.074
2024-25,1631099,Keegan Murray,SAC,76,34.3,114.8,113.4,1.5,0.055,10.7,0.056,0.134,0.095,5.9,0.538,0.553,0.148,100.09,0.075
2024-25,1631232,Keion Brooks Jr.,NOP,14,23.7,100.7,121.2,-20.5,0.062,8.8,0.034,0.136,0.084,8.2,0.55,0.581,0.169,101.63,0.079
2024-25,1642276,Kel'el Ware,MIA,64,22.2,112.8,110.9,1.9,0.062,9.8,0.087,0.238,0.167,9.3,0.592,0.603,0.169,98.6,0.119
2024-25,1629640,Keldon Johnson,SAS,77,23.9,110.1,115.9,-5.8,0.105,11.9,0.057,0.136,0.096,7.3,0.538,0.572,0.207,102.06,0.103
2024-25,203482,Kelly Olynyk,NOP,44,20.2,110.7,113.4,-2.7,0.2,24.4,0.069,0.154,0.112,14.5,0.562,0.609,0.185,100.28,0.098
2024-25,1626162,Kelly Oubre Jr.,PHI,60,34.6,110.7,116.4,-5.7,0.079,10.7,0.046,0.14,0.091,8.0,0.518,0.551,0.186,98.68,0.084
2024-25,1629026,Kenrich Williams,OKC,69,16.4,118.7,104.1,14.5,0.111,19.2,0.056,0.148,0.102,7.7,0.576,0.587,0.151,101.26,0.093
2024-25,203484,Kentavious Caldwell-Pope,MEM,77,29.6,109.1,108.6,0.5,0.086,17.7,0.014,0.064,0.038,8.1,0.543,0.574,0.121,96.52,0.065
2024-25,1631165,Keon Ellis,SAC,80,24.4,116.1,113.2,3.0,0.08,17.4,0.031,0.079,0.055,10.3,0.639,0.664,0.125,99.07,0.073
2024-25,1630553,Keon Johnson,BKN,79,24.4,104.1,114.4,-10.3,0.148,15.5,0.031,0.125,0.076,10.3,0.47,0.499,0.212,98.77,0.07
2024-25,1642352,Keshad Johnson,MIA,16,6.1,105.5,104.1,1.3,0.058,10.5,0.067,0.188,0.136,10.5,0.75,0.718,0.145,106.64,0.114
2024-25,1630556,Kessler Edwards,DAL,40,15.2,110.0,122.3,-12.3,0.09,21.1,0.037,0.154,0.096,8.0,0.578,0.597,0.11,102.71,0.067
2024-25,201142,Kevin Durant,PHX,62,36.5,116.5,117.4,-1.0,0.188,15.2,0.011,0.147,0.084,11.0,0.598,0.642,0.283,99.49,0.142
2024-25,1628989,Kevin Huerter,CHI,69,24.3,114.5,111.7,2.8,0.124,18.4,0.017,0.098,0.058,7.9,0.535,0.544,0.171,102.32,0.073
2024-25,1628995,Kevin Knox II,GSW,14,6.0,112.7,115.6,-2.9,0.086,10.2,0.069,0.149,0.101,8.2,0.556,0.582,0.202,103.28,0.104
2024-25,201567,Kevin Love,MIA,23,10.9,108.7,112.3,-3.6,0.134,13.6,0.08,0.282,0.177,8.6,0.461,0.488,0.23,103.56,0.109
2024-25,1641755,Kevin McCullar Jr.,NYK,4,7.3,93.8,96.9,-3.1,0.111,20.0,0.0,0.286,0.151,0.0,0.286,0.381,0.118,105.33,0.066
2024-25,1629645,Kevin Porter Jr.,MIL,75,19.8,109.1,108.0,1.1,0.276,22.9,0.029,0.148,0.092,12.2,0.492,0.531,0.248,100.63,0.119
2024-25,1626172,Kevon Looney,GSW,76,15.0,112.5,106.9,5.6,0.143,24.7,0.139,0.227,0.181,8.2,0.518,0.535,0.125,100.61,0.114
2024-25,1641718,Keyonte George,UTA,67,31.5,110.1,122.0,-11.9,0.272,23.6,0.012,0.104,0.058,11.5,0.485,0.539,0.237,101.25,0.093
2024-25,203114,Khris Middleton,WAS,37,22.8,114.1,112.6,1.5,0.251,26.0,0.015,0.132,0.076,9.7,0.546,0.588,0.208,104.75,0.114
2024-25,1630165,Killian Hayes,BKN,6,27.1,109.9,115.6,-5.7,0.274,34.8,0.028,0.087,0.055,10.1,0.512,0.559,0.145,101.72,0.085
2024-25,202691,Klay Thompson,DAL,72,27.3,112.8,115.2,-2.4,0.104,12.7,0.022,0.097,0.06,7.7,0.535,0.552,0.214,100.53,0.083
2024-25,1641738,Kobe Brown,LAC,40,6.8,105.9,114.7,-8.7,0.137,21.8,0.07,0.176,0.122,10.9,0.5,0.513,0.134,98.21,0.083
2024-25,1641723,Kobe Bufkin,ATL,10,12.4,95.3,103.3,-8.0,0.213,21.3,0.035,0.123,0.077,10.0,0.426,0.483,0.203,106.96,0.086
2024-25,1627739,Kris Dunn,LAC,74,24.1,113.8,106.0,7.8,0.153,28.7,0.031,0.111,0.072,10.1,0.525,0.531,0.126,99.24,0.07
2024-25,1631200,Kris Murray,POR,69,15.1,106.0,107.8,-1.8,0.09,16.3,0.066,0.096,0.081,10.3,0.468,0.472,0.133,102.7,0.061
2024-25,204001,Kristaps Porziņģis,BOS,42,28.8,116.2,110.3,5.8,0.113,10.8,0.054,0.163,0.11,6.6,0.572,0.618,0.253,99.83,0.132
2024-25,203937,Kyle Anderson,MIA,61,16.4,106.1,107.6,-1.5,0.211,28.3,0.049,0.148,0.097,7.2,0.51,0.538,0.152,100.06,0.108
2024-25,1642271,Kyle Filipowski,UTA,72,21.1,107.7,118.9,-11.3,0.14,17.0,0.07,0.213,0.14,12.4,0.576,0.594,0.184,102.46,0.103
2024-25,1628398,Kyle Kuzma,MIL,65,29.8,105.8,116.1,-10.3,0.123,12.3,0.027,0.155,0.091,11.8,0.493,0.514,0.233,102.96,0.08
2024-25,200768,Kyle Lowry,PHI,35,18.8,103.8,109.6,-5.8,0.206,38.4,0.016,0.086,0.05,8.4,0.474,0.525,0.1,99.28,0.067
2024-25,1630283,Kylor Kelley,LAL,11,11.5,101.4,130.5,-29.1,0.056,13.9,0.079,0.194,0.134,11.1,0.636,0.644,0.097,104.42,0.072
2024-25,202681,Kyrie Irving,DAL,50,36.1,116.5,113.9,2.6,0.198,16.9,0.033,0.093,0.064,8.1,0.549,0.594,0.264,99.98,0.129
2024-25,1642273,Kyshawn George,WAS,68,26.5,105.4,115.5,-10.1,0.133,19.8,0.025,0.122,0.074,11.4,0.476,0.503,0.156,102.7,0.058
2024-25,1630163,LaMelo Ball,CHA,47,32.0,112.7,116.5,-3.9,0.39,21.5,0.028,0.121,0.072,10.4,0.494,0.536,0.342,101.33,0.127
2024-25,1630205,Lamar Stevens,MEM,17,9.1,128.2,101.8,26.4,0.063,9.3,0.027,0.184,0.114,11.6,0.524,0.545,0.21,102.46,0.09
2024-25,1629013,Landry Shamet,NYK,50,15.2,111.6,106.5,5.1,0.049,9.4,0.014,0.064,0.039,7.7,0.596,0.601,0.143,99.55,0.062
2024-25,1626204,Larry Nance Jr.,ATL,24,19.3,107.5,116.5,-9.0,0.125,17.7,0.046,0.174,0.108,7.4,0.626,0.632,0.155,104.76,0.106
2024-25,1628374,Lauri Markkanen,UTA,47,31.4,111.4,117.5,-6.1,0.074,7.7,0.046,0.134,0.09,7.2,0.521,0.571,0.231,101.64,0.103
2024-25,2544,LeBron James,LAL,70,34.9,112.7,114.0,-1.3,0.395,25.6,0.031,0.187,0.112,11.6,0.571,0.604,0.291,100.62,0.169
2024-25,1631159,Leonard Miller,MIN,13,2.4,79.2,98.6,-19.4,0.0,0.0,0.073,0.229,0.145,9.5,0.4,0.54,0.239,107.87,0.202
2024-25,1631311,Lester Quinones,NOP,13,14.1,104.5,110.4,-5.9,0.198,19.8,0.02,0.076,0.048,11.6,0.481,0.514,0.213,105.49,0.065
2024-25,1641857,Liam Robbins,MIL,13,4.4,80.3,85.6,-5.3,0.056,9.5,0.111,0.085,0.098,28.6,0.25,0.363,0.128,106.17,-0.025
2024-25,1630322,Lindy Waters III,DET,52,15.0,111.6,110.2,1.4,0.092,16.0,0.023,0.116,0.067,6.2,0.498,0.504,0.145,99.37,0.061
2024-25,1629022,Lonnie Walker IV,PHI,20,23.8,104.7,118.7,-14.1,0.167,16.7,0.012,0.117,0.063,8.4,0.526,0.548,0.214,101.6,0.091
2024-25,1628366,Lonzo Ball,CHI,35,22.2,113.5,108.0,5.5,0.187,28.0,0.029,0.106,0.068,10.0,0.504,0.524,0.152,105.6,0.078
2024-25,1629652,Luguentz Dort,OKC,71,29.2,120.4,107.3,13.1,0.067,14.8,0.041,0.093,0.067,6.6,0.578,0.586,0.133,101.75,0.063
2024-25,1629029,Luka Dončić,LAL,50,35.4,119.6,110.5,9.1,0.342,21.8,0.023,0.198,0.112,10.2,0.536,0.587,0.328,100.22,0.17
2024-25,1630568,Luka Garza,MIN,39,5.6,107.9,107.5,0.4,0.082,7.6,0.138,0.103,0.121,8.3,0.543,0.573,0.241,105.17,0.101
2024-25,1628379,Luke Kennard,MEM,65,22.6,117.6,114.5,3.1,0.179,29.3,0.024,0.094,0.059,9.8,0.609,0.631,0.14,104.99,0.093
2024-25,1628436,Luke Kornet,BOS,73,18.6,121.2,106.3,14.9,0.115,24.8,0.134,0.139,0.136,6.6,0.668,0.683,0.111,95.87,0.114
2024-25,1631247,Luke Travers,CLE,12,7.3,109.1,109.7,-0.5,0.113,21.6,0.084,0.108,0.097,21.6,0.25,0.287,0.132,101.62,0.022
2024-25,1630644,Mac McClung,ORL,2,5.1,119.0,128.6,-9.5,0.333,60.0,0.0,0.1,0.05,0.0,0.0,0.0,0.087,98.5,0.0
2024-25,1630201,Malachi Flynn,SAS,4,10.9,112.8,109.1,3.7,0.233,26.9,0.077,0.08,0.079,15.4,0.423,0.512,0.196,95.6,0.084
2024-25,1631103,Malaki Branham,SAS,47,9.1,106.1,109.8,-3.7,0.139,13.7,0.016,0.093,0.057,12.3,0.547,0.575,0.233,103.25,0.087
2024-25,1627763,Malcolm Brogdon,WAS,24,23.5,106.5,116.9,-10.4,0.267,23.5,0.036,0.119,0.077,9.1,0.467,0.544,0.231,103.18,0.113
2024-25,1642502,Malevy Leons,OKC,6,3.5,61.4,104.7,-43.3,0.111,16.7,0.04,0.095,0.065,16.7,0.0,0.266,0.102,99.59,-0.069
2024-25,1627736,Malik Beasley,DET,82,27.8,113.3,110.2,3.1,0.089,10.3,0.02,0.069,0.045,6.2,0.579,0.59,0.215,102.76,0.091
2024-25,1628370,Malik Monk,SAC,65,31.6,117.0,114.5,2.5,0.246,23.6,0.014,0.104,0.059,10.4,0.513,0.549,0.236,101.33,0.099
2024-25,1630699,MarJon Beauchamp,NYK,35,4.5,94.8,92.0,2.9,0.124,10.9,0.064,0.198,0.129,14.9,0.492,0.535,0.222,106.73,0.123
2024-25,1630542,Marcus Bagley,PHI,10,25.3,101.1,117.0,-15.9,0.056,11.0,0.078,0.175,0.124,7.7,0.428,0.456,0.128,102.58,0.077
2024-25,1630585,Marcus Garrett,CHA,4,19.8,95.6,119.3,-23.6,0.255,27.1,0.013,0.057,0.036,12.5,0.463,0.487,0.193,97.05,0.057
2024-25,1631204,Marcus Sasser,DET,57,14.2,110.4,107.5,2.9,0.239,26.4,0.021,0.06,0.04,10.7,0.561,0.589,0.187,102.0,0.095
2024-25,203935,Marcus Smart,WAS,34,20.0,109.9,107.3,2.6,0.221,24.1,0.024,0.069,0.047,11.9,0.488,0.529,0.198,107.13,0.086
2024-25,1631109,Mark Williams,CHA,44,26.6,106.3,118.9,-12.7,0.154,15.7,0.103,0.255,0.178,10.2,0.604,0.647,0.21,100.77,0.156
2024-25,1628365,Markelle Fultz,SAC,21,8.8,109.3,105.7,3.6,0.208,24.8,0.036,0.077,0.058,13.8,0.448,0.452,0.196,99.36,0.065
2024-25,202693,Markieff Morris,LAL,15,11.0,106.1,113.9,-7.8,0.191,21.2,0.017,0.114,0.066,5.1,0.364,0.385,0.202,100.86,0.045
2024-25,1628963,Marvin Bagley III,MEM,31,8.6,108.2,108.8,-0.6,0.063,7.6,0.128,0.159,0.143,8.3,0.533,0.56,0.2,103.88,0.123
2024-25,1630222,Mason Jones,SAC,10,4.5,107.4,105.3,2.2,0.379,34.4,0.045,0.149,0.099,3.1,0.528,0.569,0.193,99.93,0.159
2024-25,203486,Mason Plumlee,PHX,74,17.6,115.2,115.0,0.2,0.133,29.5,0.094,0.253,0.176,13.0,0.619,0.645,0.105,100.08,0.098
2024-25,1641824,Matas Buzelis,CHI,80,18.9,110.4,112.1,-1.7,0.072,10.4,0.035,0.133,0.085,9.8,0.541,0.571,0.181,105.38,0.079
2024-25,1629680,Matisse Thybulle,POR,15,20.8,105.3,105.1,0.2,0.126,20.7,0.038,0.122,0.076,9.6,0.597,0.592,0.135,102.37,0.114
2024-25,1630346,Matt Ryan,NOP,19,3.6,80.5,108.8,-28.3,0.083,7.9,0.0,0.113,0.056,7.9,0.419,0.439,0.208,104.75,0.062
2024-25,1631108,Max Christie,DAL,78,27.3,112.6,114.3,-1.7,0.093,16.4,0.019,0.102,0.061,9.9,0.525,0.57,0.15,100.27,0.069
2024-25,1629622,Max Strus,CLE,50,25.5,120.1,112.2,7.9,0.157,26.4,0.041,0.118,0.081,9.0,0.594,0.607,0.143,101.34,0.083
2024-25,1628467,Maxi Kleber,LAL,34,18.7,111.9,112.3,-0.4,0.087,25.0,0.04,0.105,0.073,13.4,0.453,0.489,0.085,101.75,0.035
2024-25,1641721,Maxwell Lewis,BKN,28,11.7,101.2,110.7,-9.6,0.091,13.0,0.051,0.118,0.082,9.6,0.505,0.516,0.164,99.39,0.066
2024-25,1630695,Micah Potter,UTA,38,18.6,108.6,116.2,-7.6,0.058,15.0,0.058,0.153,0.107,15.0,0.537,0.563,0.102,101.29,0.063
2024-25,1629008,Michael Porter Jr.,DEN,77,33.7,119.8,115.4,4.4,0.084,11.8,0.055,0.146,0.103,7.4,0.596,0.617,0.197,101.52,0.101
2024-25,1628969,Mikal Bridges,NYK,82,37.0,118.4,112.9,5.6,0.141,18.3,0.024,0.063,0.043,7.9,0.57,0.585,0.192,98.1,0.09
2024-25,201144,Mike Conley,MIN,71,24.7,115.5,109.0,6.5,0.243,35.6,0.018,0.085,0.052,8.4,0.535,0.573,0.141,97.92,0.092
2024-25,1628970,Miles Bridges,CHA,64,31.7,108.2,113.6,-5.5,0.203,15.7,0.033,0.189,0.11,8.6,0.495,0.541,0.273,100.58,0.135
2024-25,1630540,Miles McBride,NYK,64,24.9,116.8,109.7,7.1,0.155,23.3,0.028,0.069,0.049,5.1,0.511,0.531,0.162,99.2,0.077
2024-25,1641936,Miles Norris,BOS,3,11.6,87.7,110.9,-23.2,0.0,0.0,0.048,0.171,0.108,0.0,0.333,0.354,0.127,88.67,0.088
2024-25,1629011,Mitchell Robinson,NYK,17,17.1,113.8,108.2,5.7,0.062,14.8,0.174,0.176,0.175,11.4,0.661,0.676,0.109,96.37,0.122
2024-25,1628964,Mo Bamba,NOP,32,12.9,103.5,112.5,-9.0,0.068,11.1,0.079,0.268,0.175,12.3,0.531,0.557,0.15,98.15,0.1
2024-25,1628420,Monté Morris,PHX,45,12.7,111.1,108.3,2.8,0.188,23.6,0.021,0.088,0.056,6.8,0.505,0.546,0.173,99.99,0.096
2024-25,1629021,Moritz Wagner,ORL,30,18.8,106.1,107.0,-0.9,0.135,10.9,0.067,0.201,0.131,12.7,0.616,0.649,0.254,99.97,0.165
2024-25,1629650,Moses Brown,DAL,13,9.1,101.5,105.9,-4.4,0.029,3.0,0.098,0.224,0.165,16.7,0.694,0.706,0.216,108.49,0.154
2024-25,1630541,Moses Moody,GSW,74,22.3,113.2,108.9,4.3,0.084,12.4,0.029,0.084,0.056,7.0,0.544,0.578,0.17,100.74,0.076
2024-25,1631243,Mouhamed Gueye,ATL,33,16.1,113.4,104.7,8.8,0.064,11.7,0.078,0.179,0.127,6.5,0.482,0.52,0.155,103.84,0.085
2024-25,1631217,Moussa Diabaté,CHA,71,17.5,106.9,110.3,-3.4,0.069,12.5,0.135,0.209,0.169,13.6,0.596,0.609,0.13,97.32,0.115
2024-25,1626167,Myles Turner,IND,72,30.2,116.1,111.5,4.7,0.072,9.7,0.043,0.169,0.109,10.7,0.577,0.612,0.207,100.19,0.103
2024-25,1642368,N'Faly Dante,HOU,4,12.7,114.9,123.5,-8.6,0.05,10.5,0.122,0.268,0.2,10.5,0.769,0.789,0.133,108.58,0.125
2024-25,1641772,Nae'Qwan Tomlin,CLE,5,12.7,96.4,92.0,4.4,0.053,5.0,0.117,0.145,0.131,5.0,0.438,0.489,0.23,104.1,0.096
2024-25,1630230,Naji Marshall,DAL,69,27.8,111.5,114.7,-3.2,0.161,18.9,0.04,0.125,0.084,10.2,0.551,0.584,0.197,101.27,0.105
2024-25,1631466,Nate Williams,HOU,20,7.3,110.6,116.8,-6.2,0.079,10.1,0.033,0.053,0.043,15.7,0.484,0.496,0.212,108.85,0.038
2024-25,1629675,Naz Reid,MIN,80,27.5,116.2,108.8,7.4,0.123,14.2,0.041,0.171,0.106,8.5,0.556,0.577,0.21,99.34,0.11
2024-25,1629674,Neemias Queta,BOS,62,13.9,117.4,108.3,9.1,0.076,14.2,0.105,0.168,0.137,12.7,0.65,0.674,0.136,95.52,0.102
2024-25,1629651,Nic Claxton,BKN,70,26.9,103.6,116.2,-12.6,0.14,17.9,0.08,0.198,0.137,9.9,0.568,0.569,0.166,97.38,0.115
2024-25,1630208,Nick Richards,PHX,57,22.0,112.3,120.9,-8.7,0.058,8.9,0.118,0.243,0.181,14.8,0.591,0.634,0.169,98.62,0.107
2024-25,1641733,Nick Smith Jr.,CHA,60,22.8,102.1,116.4,-14.3,0.169,17.8,0.009,0.08,0.043,10.1,0.482,0.502,0.205,99.74,0.064
2024-25,1629638,Nickeil Alexander-Walker,MIN,82,25.3,115.1,108.5,6.6,0.149,22.7,0.026,0.098,0.062,10.1,0.553,0.579,0.155,99.57,0.081
2024-25,201587,Nicolas Batum,LAC,78,17.5,110.5,104.7,5.9,0.082,23.0,0.034,0.117,0.077,9.3,0.622,0.633,0.087,100.22,0.069
2024-25,203999,Nikola Jokić,DEN,70,36.7,125.6,115.1,10.5,0.398,28.7,0.083,0.252,0.173,9.2,0.627,0.663,0.285,101.99,0.206
2024-25,1631107,Nikola Jović,MIA,46,25.1,109.6,110.7,-1.1,0.174,21.7,0.022,0.127,0.076,9.9,0.56,0.595,0.178,98.48,0.098
2024-25,202696,Nikola Vučević,CHI,73,31.2,113.6,116.0,-2.4,0.165,17.3,0.076,0.228,0.154,8.1,0.592,0.611,0.221,104.11,0.136
